,Ref ID,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,No_of_Books_read_in_a_year,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Product_Name,Publisher_Name,Product_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing
2962,10212,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,15,3,Afternoon_Early_Evening,5.0,5.0,10.0,Audible for Android,144,3.0,7.000000000000001,Religion & Spirituality,Per-book,48,1.75x,11,11- 30 Books,88,61 - 100 Books,Night,Relaxing,Tablet,Other,True,Streaming,76,61 - 100 Minutes,5,The Guiding Light. A Selection of Quotations from My Favourite Books (Unabridged),Audible Studios,Sam Dastor,False,5,True,False,False
2963,10213,Female,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,9.0,18.0,26.0,Audible for Android,534,2.0,5.0,Children's Audiobooks,Yearly,46,1.25x,81,61 - 100 Books,52,31 - 60 Books,Evening,Commuting,Tablet,German,True,Download,63,61 - 100 Minutes,3,Rainbow Valley (Unabridged),Recorded Books,Barbara Caruso,True,5,False,True,True
2964,10214,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Late_Evening_Night,19.0,1.0,20.0,Audible for Android,292,7.000000000000001,7.000000000000001,Literature & Fiction,Per-book,10,1.75x,32,31 - 60 Books,50,31 - 60 Books,Evening,Commuting,Smart Speaker,English,True,Download,68,61 - 100 Minutes,6,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,False,1,True,True,True
2965,10215,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Afternoon_Early_Evening,15.0,15.0,31.0,Audible for Android,375,4.0,8.0,Literature & Fiction,Per-book,38,1.25x,74,61 - 100 Books,77,61 - 100 Books,Afternoon,Relaxing,Smartphone,Spanish,True,Streaming,100,61 - 100 Minutes,6,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,True,4,True,True,False
2966,10216,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for Android,398,0.0,1.0,Business & Money,Monthly,57,1x,70,61 - 100 Books,76,61 - 100 Books,Afternoon,Relaxing,Smart Speaker,Spanish,True,Download,105,More than 100 Minutes,3,Managers as Mentors: Building Partnerships for Learning (Third Edition) (Unabridged),"Blackstone Audio, Inc.",Mark Peckham,False,1,False,True,False
2967,10217,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Morning,0.0,30.0,31.0,Audible for iPhone (1000),695,0.0,4.0,Literature & Fiction,Per-book,7,1x,34,31 - 60 Books,39,31 - 60 Books,Afternoon,Working,Smartphone,Other,True,Streaming,38,31 - 60 Minutes,5,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,True,4,False,True,True
2968,10218,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,63,0.0,2.0,Religion & Spirituality,Per-book,50,1.75x,37,31 - 60 Books,71,61 - 100 Books,Afternoon,Exercising,Smart Speaker,Other,True,Streaming,78,61 - 100 Minutes,5,Buddha: His Life and Teachings,OSHO International,OSHO,True,1,True,False,True
2969,10219,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,17.0,17.0,35.0,Audible for Android,108,16.0,32.0,Arts & Entertainment,Yearly,49,1.25x,68,61 - 100 Books,70,61 - 100 Books,Night,Exercising,Smartphone,German,True,Streaming,8,Less than 10 Minutes,3,"The Best of Sherlock Holmes, Volume 2 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,False,4,True,False,False
2970,10220,Male,31 - 35 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Morning,46.0,46.0,93.0,Audible for iPhone (1000),365,13.0,25.0,Literature & Fiction,Monthly,34,2x,5,Less than 10,99,61 - 100 Books,Morning,Exercising,Tablet,Spanish,False,Streaming,86,61 - 100 Minutes,3,The Inimitable Jeeves (Unabridged),"Blackstone Audio, Inc.",Frederick Davidson,True,3,False,True,True
2971,10221,Male,31 - 35 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Morning,25.0,8.0,33.0,Audible for iPhone (1000),197,13.0,17.0,Parenting & Relationships,Yearly,54,1.5x,65,61 - 100 Books,1,Less than 10,Night,Exercising,Tablet,Spanish,False,Download,24,11- 30 Minutes,3,"You Can Read Anyone: Never Be Fooled, Lied to, or Taken Advantage of Again (Unabridged)","Gildan Media, LLC",David J. Lieberman,True,5,True,True,True
2972,10222,Male,18 - 24 years,Bangalore,Android,No Tablet,Public Transport,15,13,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,160,1.0,1.0,Religion & Spirituality,Yearly,14,2x,34,31 - 60 Books,2,Less than 10,Afternoon,Commuting,Tablet,Spanish,False,Streaming,27,11- 30 Minutes,3,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,True,5,True,True,True
2973,10223,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Afternoon_Early_Evening,0.0,0.0,0.0,Audible for Android,346,0.0,0.0,Parenting & Relationships,Monthly,15,1.5x,90,61 - 100 Books,97,61 - 100 Books,Morning,Working,Tablet,Spanish,True,Download,110,More than 100 Minutes,1,The Collapse of Parenting: How We Hurt Our Kids When We Treat Them Like Grown-Ups (Unabridged),"Blackstone Audio, Inc.",Malcolm Hillgartner,False,4,False,False,False
2974,10224,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,1.0,1.0,1.0,Audible for Android,292,0.0,0.0,Literature & Fiction,Monthly,18,1.5x,40,31 - 60 Books,59,31 - 60 Books,Morning,Relaxing,Smartphone,French,True,Streaming,91,61 - 100 Minutes,7,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,False,5,False,True,True
2975,10225,Male,25 - 30 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Morning,10.0,10.0,21.0,Audible for iPhone (1000),244,4.0,9.0,Religion & Spirituality,Per-book,45,1x,92,61 - 100 Books,68,61 - 100 Books,Afternoon,Commuting,Smartphone,German,False,Streaming,106,More than 100 Minutes,9,7 Secrets of Shiva. The Hindu Trinity Series (Unabridged),Audible Studios,Sagar Arya,True,2,True,False,True
2976,10226,Female,25 - 30 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 2 Wheeler,38,1,Late_Night_Early_Morning,1.0,1.0,1.0,Audible for iPhone (1000),500,0.0,0.0,Literature & Fiction,Monthly,56,1.25x,12,11- 30 Books,86,61 - 100 Books,Afternoon,Commuting,PC,Other,True,Streaming,25,11- 30 Minutes,8,Journey to the Center of the Earth: A Signature Performance by Tim Curry (Unabridged),Audible Studios,Tim Curry,True,1,True,True,True
2977,10227,Male,25 - 30 years,Other,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Late_Evening_Night,2.0,2.0,4.0,Audible for Android,317,1.0,1.0,Mysteries & Thrillers,Per-book,26,1.75x,22,11- 30 Books,91,61 - 100 Books,Night,Exercising,PC,Other,False,Streaming,55,31 - 60 Minutes,7,A Study in Scarlet: A Sherlock Holmes Novel (Unabridged),Tantor Audio,Simon Prebble,False,2,True,True,False
2978,10228,Female,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,135,5,Afternoon_Early_Evening,13.0,13.0,25.0,Audible for Android,701,2.0,4.0,Literature & Fiction,Per-book,24,1x,86,61 - 100 Books,48,31 - 60 Books,Morning,Working,PC,German,False,Download,103,More than 100 Minutes,5,Life of Pi (Unabridged),"HighBridge, a division of Recorded Books",Jeff Woodman,True,1,False,False,False
2979,10229,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,135,5,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,152,1.0,1.0,Business & Money,Monthly,17,1.25x,0,Less than 10,62,61 - 100 Books,Morning,Relaxing,Smart Speaker,French,True,Download,42,31 - 60 Minutes,4,The Secret: What Great Leaders Know and Do (Unabridged),"HighBridge, a division of Recorded Books",Rick Adamson,False,1,False,False,True
2980,10230,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Morning,4.0,4.0,8.0,Audible for Android,292,1.0,3.0,Literature & Fiction,Yearly,36,1x,29,11- 30 Books,48,31 - 60 Books,Night,Exercising,Smartphone,English,True,Download,12,11- 30 Minutes,3,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,False,5,True,True,False
2981,10231,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Morning,9.0,1.0,10.0,Audible for Android,399,2.0,3.0,Literature & Fiction,Per-book,36,1x,87,61 - 100 Books,46,31 - 60 Books,Morning,Working,PC,French,False,Download,114,More than 100 Minutes,6,The Road (Unabridged),Recorded Books,Tom Stechschulte,False,4,True,True,True
2982,10232,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,34.0,34.0,68.0,Audible for Android,609,6.0,11.0,Mysteries & Thrillers,Yearly,56,1.5x,34,31 - 60 Books,25,11- 30 Books,Afternoon,Relaxing,Smart Speaker,French,False,Streaming,94,61 - 100 Minutes,7,The Adventures of Sherlock Holmes (Unabridged),Tantor Audio,Simon Prebble,False,3,False,True,False
2983,10233,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,13,Late_Evening_Night,1.0,1.0,1.0,Audible for Android,565,0.0,0.0,Literature & Fiction,Yearly,28,2x,93,61 - 100 Books,1,Less than 10,Afternoon,Commuting,Smart Speaker,Spanish,False,Streaming,57,31 - 60 Minutes,9,Play with Me (Unabridged),Audible Studios,Jennifer Mack,False,3,False,True,False
2984,10234,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Morning,1.0,1.0,3.0,Audible for Android,365,0.0,1.0,Parenting & Relationships,Per-book,44,1.75x,20,11- 30 Books,95,61 - 100 Books,Morning,Commuting,PC,German,False,Streaming,97,61 - 100 Minutes,1,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,False,5,False,False,False
2985,10235,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,1111,0.0,0.0,Literature & Fiction,Per-book,16,1x,57,31 - 60 Books,98,61 - 100 Books,Afternoon,Working,Tablet,Other,False,Download,113,More than 100 Minutes,7,Great Expectations (Unabridged),"Blackstone Audio, Inc.",Simon Prebble,False,5,False,False,False
2986,10236,Male,25 - 30 years,Bangalore,Android,No Tablet,walk,15,13,Afternoon_Early_Evening,3.0,3.0,7.0,Audible for Android,730,0.0,1.0,Literature & Fiction,Monthly,56,2x,14,11- 30 Books,48,31 - 60 Books,Morning,Exercising,Tablet,German,False,Download,50,31 - 60 Minutes,3,Outriders (Unabridged),Audible Studios,James Lindgren,False,4,False,True,True
2987,10237,Female,25 - 30 years,Bangalore,Both,No Tablet,Personal/Hired/Shared 4 Wheeler,15,5,Late_Night_Early_Morning,0.0,0.0,1.0,Audible for Android,1387,0.0,0.0,Business & Money,Yearly,44,1.75x,11,11- 30 Books,60,31 - 60 Books,Afternoon,Exercising,PC,Spanish,True,Streaming,84,61 - 100 Minutes,3,48 Laws of Power (Unabridged),"HighBridge, a Division of Recorded Books",Richard Poe,False,3,False,False,True
2988,10238,Male,36 - 40 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Afternoon_Early_Evening,6.0,6.0,11.0,Audible for iPhone (1000),160,4.0,7.000000000000001,Parenting & Relationships,Monthly,26,1.75x,35,31 - 60 Books,45,31 - 60 Books,Morning,Exercising,Smart Speaker,Spanish,True,Streaming,66,61 - 100 Minutes,5,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,False,4,True,False,False
2989,10239,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,365,0.0,1.0,Parenting & Relationships,Yearly,51,1.5x,69,61 - 100 Books,83,61 - 100 Books,Night,Commuting,Smartphone,German,True,Download,74,61 - 100 Minutes,1,The Power of Your Subconscious Mind,"Big Happy Family, LLC",Jason McCoy,False,2,True,True,False
2990,10240,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Morning,2.0,2.0,3.0,Audible for Android,1498,0.0,0.0,Mysteries & Thrillers,Yearly,13,2x,19,11- 30 Books,31,31 - 60 Books,Night,Relaxing,Smart Speaker,Spanish,True,Download,19,11- 30 Minutes,8,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,False,5,False,False,False
2991,10241,Male,36 - 40 years,Bangalore,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Morning,22.0,3.0,25.0,Audible for iPhone (1000),176,12.0,14.000000000000002,Mysteries & Thrillers,Yearly,46,1.5x,34,31 - 60 Books,16,11- 30 Books,Night,Relaxing,Smart Speaker,French,False,Streaming,91,61 - 100 Minutes,5,Sherlock Holmes: The Valley of Fear (Unabridged),"Audio Holdings, LLC",Christopher Lee,False,1,True,True,True
2992,10242,Female,31 - 35 years,Bangalore,Other,IOS Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Late_Evening_Night,18.0,9.0,26.0,Audible for iPad,375,5.0,7.000000000000001,Literature & Fiction,Per-book,53,1.75x,55,31 - 60 Books,46,31 - 60 Books,Afternoon,Exercising,Smart Speaker,German,False,Download,41,31 - 60 Minutes,3,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,False,3,True,False,True
2993,10243,Male,36 - 40 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Afternoon_Early_Evening,3.0,3.0,7.0,Audible for Android,136,2.0,5.0,Literature & Fiction,Yearly,52,1.25x,22,11- 30 Books,99,61 - 100 Books,Night,Exercising,Tablet,Other,True,Download,39,31 - 60 Minutes,3,The Diary of a Wimpy Kid: The Last Straw (Unabridged),Recorded Books,Ramon De Ocampo,True,3,False,True,True
2994,10244,Male,25 - 30 years,Bangalore,Android,No Tablet,Public Transport,38,5,Afternoon_Early_Evening,4.0,2.0,6.0,Audible for Android,136,3.0,4.0,Literature & Fiction,Yearly,49,2x,40,31 - 60 Books,83,61 - 100 Books,Morning,Exercising,Smart Speaker,English,True,Streaming,102,More than 100 Minutes,5,The Diary of a Wimpy Kid: The Last Straw (Unabridged),Recorded Books,Ramon De Ocampo,True,3,True,True,True
2995,10245,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Afternoon_Early_Evening,10.0,10.0,19.0,Audible for Android,534,2.0,4.0,Literature & Fiction,Per-book,41,1.25x,97,61 - 100 Books,24,11- 30 Books,Morning,Working,Tablet,French,True,Download,1,Less than 10 Minutes,8,"Sex, Lies, and Online Dating: The Writer Friends Series, Book 1 (Unabridged)","Blackstone Audio, Inc.",Kathleen Early,True,5,False,True,False
2996,10246,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Morning,16.0,1.0,16.0,Audible for Android,691,2.0,2.0,Biographies & Memoirs,Per-book,51,1.75x,66,61 - 100 Books,44,31 - 60 Books,Evening,Working,Smartphone,Spanish,True,Download,8,Less than 10 Minutes,1,"Surely You're Joking, Mr. Feynman! (Unabridged)","Blackstone Audio, Inc.",Raymond Todd,False,3,False,True,False
2997,10247,Male,18 - 24 years,Hyderabad,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Morning,1.0,3.0,4.0,Audible for Android,160,1.0,2.0,Religion & Spirituality,Yearly,44,1x,38,31 - 60 Books,33,31 - 60 Books,Morning,Exercising,Tablet,German,True,Download,108,More than 100 Minutes,3,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,4,True,False,True
2998,10248,Male,31 - 35 years,Chennai,Android,No Tablet,Public Transport,38,5,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,149,1.0,1.0,Arts & Entertainment,Yearly,3,2x,8,Less than 10,98,61 - 100 Books,Morning,Exercising,Smart Speaker,Spanish,True,Streaming,37,31 - 60 Minutes,8,Napalm & Silly Putty,"HighBridge, a division of Recorded Books",George Carlin,True,2,True,True,True
2999,10249,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Morning,2.0,18.0,19.0,Audible for Android,860,0.0,2.0,Social Sciences,Per-book,28,1.75x,57,31 - 60 Books,80,61 - 100 Books,Evening,Relaxing,PC,German,False,Download,76,61 - 100 Minutes,6,The Black Swan: The Impact of the Highly Improbable (Unabridged),Recorded Books,David Chandler,False,5,False,False,True
3000,10250,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,52.0,1.0,53.0,Audible for iPhone (1000),453,11.0,12.0,Mysteries & Thrillers,Yearly,28,1x,9,Less than 10,24,11- 30 Books,Night,Exercising,Tablet,German,False,Streaming,100,61 - 100 Minutes,8,No Country for Old Men (Unabridged),Recorded Books,Tom Stechschulte,False,2,True,False,True
3001,10251,Male,25 - 30 years,Bangalore,Android,IOS Tablet,Public Transport,38,3,Afternoon_Early_Evening,6.0,6.0,12.0,Audible for Android,280,2.0,4.0,Business & Money,Monthly,5,1x,93,61 - 100 Books,32,31 - 60 Books,Night,Exercising,Smart Speaker,Spanish,False,Streaming,79,61 - 100 Minutes,2,The Little Book of Trading: Trend Following Strategy for Big Winnings (Unabridged),"Gildan Media, LLC",Sean Pratt,False,5,True,False,False
3002,10252,Female,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,25.0,25.0,49.0,Audible for iPhone (1000),398,6.0,12.0,Parenting & Relationships,Per-book,52,1.75x,15,11- 30 Books,6,Less than 10,Morning,Working,Smartphone,Spanish,False,Download,55,31 - 60 Minutes,2,"The Five Keys to Mindful Communication: Using Deep Listening and Mindful Speech to Strengthen Relationships, Heal Conflicts, ...",Audible Studios,Gabra Zackman,False,1,True,True,False
3003,10253,Male,25 - 30 years,Chennai,Android,No Tablet,Public Transport,90,3,Late_Night_Early_Morning,3.0,12.0,15.0,Audible for Android,207,1.0,7.000000000000001,Arts & Entertainment,Monthly,1,1.25x,75,61 - 100 Books,68,61 - 100 Books,Night,Exercising,Smart Speaker,German,False,Streaming,57,31 - 60 Minutes,6,Winter is Coming: Symbols and Hidden Meanings in A Game of Thrones (Unabridged),Audible Studios,Oliver Wyman,True,1,False,False,True
3004,10254,Male,25 - 30 years,Hyderabad,Both,No Tablet,Personal/Hired/Shared 4 Wheeler,135,9,Late_Night_Early_Morning,1.0,13.0,14.0,Audible for Android,695,0.0,2.0,Literature & Fiction,Yearly,21,1.75x,30,11- 30 Books,63,61 - 100 Books,Morning,Working,Smartphone,German,False,Download,108,More than 100 Minutes,9,Pride and Prejudice (Unabridged),Audible Studios,Rosamund Pike,False,1,False,False,False
3005,10255,Male,36 - 40 years,Delhi,Both,Both,Personal/Hired/Shared 4 Wheeler,90,3,Morning,1.0,2.0,3.0,Audible for Android,2682,0.0,0.0,Biographies & Memoirs,Per-book,1,1x,65,61 - 100 Books,75,61 - 100 Books,Afternoon,Commuting,Smart Speaker,German,False,Streaming,101,More than 100 Minutes,4,Adolf Hitler (Unabridged),"Blackstone Audio, Inc.",Ralph Cosham,True,3,True,True,False
3006,10256,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Late_Night_Early_Morning,8.0,3.0,10.0,Audible for iPhone (1000),175,5.0,6.0,Business & Money,Per-book,59,1x,38,31 - 60 Books,23,11- 30 Books,Afternoon,Commuting,Smart Speaker,German,True,Download,98,61 - 100 Minutes,8,Pour Your Heart into It: How Starbucks Built a Company One Cup at a Time,"HighBridge, a division of Recorded Books",Eric Conger,True,1,True,False,True
3007,10257,Male,18 - 24 years,Bangalore,Both,No Tablet,walk,38,3,Late_Evening_Night,2.0,2.0,4.0,Audible for Android,108,2.0,4.0,Arts & Entertainment,Yearly,56,1x,74,61 - 100 Books,16,11- 30 Books,Evening,Relaxing,Smartphone,Spanish,False,Streaming,13,11- 30 Minutes,1,"The Best of Sherlock Holmes, Volume 2 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,False,2,False,True,False
3008,10258,Male,25 - 30 years,Bangalore,Android,No Tablet,Public Transport,38,3,Late_Evening_Night,39.0,27.0,66.0,Audible for Android,1498,3.0,4.0,Mysteries & Thrillers,Monthly,41,1x,9,Less than 10,26,11- 30 Books,Night,Commuting,Tablet,German,True,Download,93,61 - 100 Minutes,3,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,True,4,True,False,False
3009,10259,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for iPhone (1000),160,0.0,1.0,Religion & Spirituality,Yearly,8,1.5x,10,Less than 10,79,61 - 100 Books,Afternoon,Exercising,PC,German,True,Streaming,106,More than 100 Minutes,3,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,True,4,True,False,True
3010,10260,Male,31 - 35 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,7.0,7.0,14.0,Audible for iPhone (1000),245,3.0,6.0,Religion & Spirituality,Monthly,28,1.25x,67,61 - 100 Books,10,Less than 10,Night,Exercising,PC,French,True,Download,10,Less than 10 Minutes,4,7 Secrets of Vishnu. The Hindu Trinity Series (Unabridged),Audible Studios,Sagar Arya,True,5,True,False,False
3011,10261,Male,25 - 30 years,Delhi,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,613,0.0,0.0,Biographies & Memoirs,Monthly,55,1.5x,43,31 - 60 Books,73,61 - 100 Books,Afternoon,Exercising,Smart Speaker,English,False,Download,1,Less than 10 Minutes,1,The Climb: Tragic Ambitions on Everest (Unabridged),Recorded Books,Richard Davidson,False,5,False,False,False
3012,10262,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Afternoon_Early_Evening,2.0,2.0,4.0,Audible for Android,287,1.0,1.0,Social Sciences,Monthly,6,1.75x,77,61 - 100 Books,44,31 - 60 Books,Morning,Working,Tablet,French,False,Streaming,106,More than 100 Minutes,2,Man's Search for Meaning (Unabridged),"Blackstone Audio, Inc.",Simon Vance,False,5,True,True,True
3013,10263,Male,25 - 30 years,Hyderabad,IOS,No Tablet,3 Wheeler,15,1,Morning,1.0,1.0,1.0,Audible for iPhone (1000),274,0.0,0.0,Business & Money,Yearly,17,1.75x,92,61 - 100 Books,39,31 - 60 Books,Night,Exercising,Tablet,English,True,Download,106,More than 100 Minutes,7,Leadership and Self-Deception: Getting Out of the Box (Unabridged),"Blackstone Audio, Inc.",William Dufris,True,5,False,True,True
3014,10264,Female,31 - 35 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Morning,15.0,5.0,20.0,Audible for Android,652,2.0,3.0,Literature & Fiction,Monthly,21,1.5x,7,Less than 10,2,Less than 10,Afternoon,Exercising,Smartphone,Other,True,Download,39,31 - 60 Minutes,9,Purple Hibiscus (Unabridged),Recorded Books,Lisette Lecat,False,4,True,False,True
3015,10265,Female,31 - 35 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Morning,46.0,46.0,92.0,Audible for Android,1498,3.0,6.0,Mysteries & Thrillers,Yearly,10,1.75x,24,11- 30 Books,61,61 - 100 Books,Morning,Working,Smartphone,German,False,Streaming,30,11- 30 Minutes,8,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,True,5,False,True,False
3016,10266,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,0.0,0.0,1.0,Audible for iPhone (1000),625,0.0,0.0,Parenting & Relationships,Yearly,47,1.5x,92,61 - 100 Books,78,61 - 100 Books,Afternoon,Working,PC,English,True,Download,101,More than 100 Minutes,1,The Introvert Advantage: How to Thrive in an Extrovert World (Unabridged),"HighBridge, a division of Recorded Books",Tamara Marston,True,5,False,False,False
3017,10267,Female,18 - 24 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,2.0,2.0,4.0,Audible for Android,292,1.0,1.0,Literature & Fiction,Monthly,5,1.75x,81,61 - 100 Books,54,31 - 60 Books,Morning,Relaxing,Smart Speaker,English,True,Streaming,41,31 - 60 Minutes,5,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,True,2,False,False,False
3018,10268,Male,36 - 40 years,Delhi,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,13,Late_Evening_Night,20.0,23.0,43.0,Audible for iPhone (1000),1387,1.0,3.0,Business & Money,Per-book,38,1.25x,5,Less than 10,30,11- 30 Books,Night,Working,Smartphone,English,True,Download,92,61 - 100 Minutes,8,48 Laws of Power (Unabridged),"HighBridge, a Division of Recorded Books",Richard Poe,True,2,False,True,False
3019,10269,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Afternoon_Early_Evening,3.0,3.0,6.0,Audible for Android,105,3.0,6.0,Mysteries & Thrillers,Yearly,35,2x,10,Less than 10,2,Less than 10,Morning,Relaxing,Tablet,French,False,Streaming,57,31 - 60 Minutes,9,"The Best of Sherlock Holmes, Volume 1 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,True,5,False,True,False
3020,10270,Male,18 - 24 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,15,3,Late_Evening_Night,0.0,0.0,1.0,Audible for Android,1498,0.0,0.0,Mysteries & Thrillers,Yearly,39,2x,15,11- 30 Books,19,11- 30 Books,Evening,Working,Smart Speaker,German,False,Download,73,61 - 100 Minutes,9,The Krishna Key (Unabridged),Audible Studios,Nikesh Patel,False,2,True,True,True
